,depa_nombre,muni_nombre,nombre_prestador,codigo_habilitacion,numero_sede,sede_nombre,nits_nit,dv,clase_persona,naju_codigo,naju_nombre,clpr_codigo,clpr_nombre,ese,nivel,caracter,habilitado,grupo_capacidad,coca_codigo,coca_nombre,cantidad,numero_sede_principal,numero_placa,modalidad,modelo,numero_tarjeta,fecha_corte_REPS,direccion,email,telefono,razon_social,fax,gerente,fecha_radicacion,fecha_vencimiento,fecha_cierre,telefono_adicional,email_adicional,rep_legal
2180,Bogotá D.C,BOGOTÁ,CENTRO INTEGRAL DE REHABILITACION COLOMBIA - CIREC,1100104166,01,CENTRO INTEGRAL DE REHABILITACION COLOMBIA - CIREC,860066767,4,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,SALAS,25,Procedimientos,2,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,KR 54 # 65 25,gloria.pinilla@cirec.org,7953600-3118542905,CENTRO INTEGRAL DE REHABILITACION COLOMBIA - CIREC,,,20030331,20230831,,,,DANIEL ANDRES GOMEZ PERICO RAMIREZ
2181,Bogotá D.C,BOGOTÁ,CENTRO INTEGRAL DE REHABILITACION COLOMBIA - CIREC,1100104166,01,CENTRO INTEGRAL DE REHABILITACION COLOMBIA - CIREC,860066767,4,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,UNIDAD MOVIL,64,Unidad Móvil,1,01,EMP381,TERRESTRE,2019,10016334329,Fecha corte REPS: Sep 19 2022 2:23PM,KR 54 # 65 25,gloria.pinilla@cirec.org,7953600-3118542905,CENTRO INTEGRAL DE REHABILITACION COLOMBIA - CIREC,,,20030331,20230831,,,,DANIEL ANDRES GOMEZ PERICO RAMIREZ
2215,Bogotá D.C,BOGOTÁ,INSTITUTO DE ESTUDIOS CIENTIFICOS EN ODONTOLOGIA S.A SIGLA IECO,1100104261,01,INSTITUTO DE ESTUDIOS CIENTIFICOS EN ODONTOLOGIA S A SIGLA: IECO,830017652,8,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,05,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,"CL 150 NO. 16- 56 CONS 3-006,3-010 Y 1-139",contabilidad@ieco.com.co,7455560-3118980208,INSTITUTO DE ESTUDIOS CIENTIFICOS EN ODONTOLOGIA S.A SIGLA IECO,,,20030401,20230831,,,,ADELINA SANCHEZ PULIDO
2216,Bogotá D.C,BOGOTÁ,INSTITUTO DE ESTUDIOS CIENTIFICOS EN ODONTOLOGIA S.A SIGLA IECO,1100104261,05,CLINICAS ODONTOLOGICAS IECO S.A. - CONSULTA PRIORITARIA,830017652,8,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,05,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,Carrera 19-80-74,contabilidad@ieco.com.co,7455560-3118980208,INSTITUTO DE ESTUDIOS CIENTIFICOS EN ODONTOLOGIA S.A SIGLA IECO,,,20030401,20230831,,,,ADELINA SANCHEZ PULIDO
2217,Bogotá D.C,BOGOTÁ,INSTITUTO DE ESTUDIOS CIENTIFICOS EN ODONTOLOGIA S.A SIGLA IECO,1100104261,06,IECO IMAGENES DIAGNOSTICAS CLINICA COLOMBIA,830017652,8,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,05,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CALLE 23 No. 66-46 IN 4 CS 510,contabilidad@ieco.com.co,7569869 - 3114403600,INSTITUTO DE ESTUDIOS CIENTIFICOS EN ODONTOLOGIA S.A SIGLA IECO,,,20030401,20230831,,,,ADELINA SANCHEZ PULIDO
2218,Bogotá D.C,BOGOTÁ,INSTITUTO DE ESTUDIOS CIENTIFICOS EN ODONTOLOGIA S.A SIGLA IECO,1100104261,07,ATENCION PRIORITARIA CLINICA COLOMBIA,830017652,8,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,05,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CL 23 # 66 46 IN 4 CS 516 Y 520,contabilidad@ieco.com.co,7455560-3118980208,INSTITUTO DE ESTUDIOS CIENTIFICOS EN ODONTOLOGIA S.A SIGLA IECO,,,20030401,20230831,,,,ADELINA SANCHEZ PULIDO
2219,Bogotá D.C,BOGOTÁ,INSTITUTO DE ESTUDIOS CIENTIFICOS EN ODONTOLOGIA S.A SIGLA IECO,1100104261,08,IECO CLINICA ODONTOLOGICA LAS AMERICAS,830017652,8,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,05,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,AV AMERICAS Nº 62 - 84 LC 2-65,contabilidad@ieco.com.co,7455560,INSTITUTO DE ESTUDIOS CIENTIFICOS EN ODONTOLOGIA S.A SIGLA IECO,,,20030401,20230831,,,,ADELINA SANCHEZ PULIDO
2240,Bogotá D.C,BOGOTÁ,CENTRO CARDIOLOGICO DE BOGOTA S.A.S,1100104311,01,CENTRO CARDIOLOGICO DE BOGOTA S.A.S,800067605,6,JURIDICO,1,Privada,1,Instituciones - IPS,,,,SI,CONSULTORIOS,31,Consulta Externa,3,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,KR 16 # 82 36,ccdbogota@gmail.com,6104522--5314346--6164816,CENTRO CARDIOLOGICO DE BOGOTA S.A.S,6164816,,20070917,20230831,,,,GABRIEL ALBERTO ROBLEDO KAISER
2267,Bogotá D.C,BOGOTÁ,UNIDAD MEDICA DIAGNOSTICA ESPINOSA GOMEZ SAS,1100104404,01,UNIDAD MEDICA DIAGNOSTICA ESPINOSA GOMEZ SAS,860072417,6,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,6,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CALLE 64 Nº 7 - 89,CALIDAD@ESPINOSAGOMEZ.COM,3450900,UNIDAD MEDICA DIAGNOSTICA ESPINOSA GOMEZ SAS,,,20030401,20230831,,,,MARIA LUCIA GOMEZ DE ESPINOSA
2268,Bogotá D.C,BOGOTÁ,UNIDAD MEDICA DIAGNOSTICA ESPINOSA GOMEZ SAS,1100104404,01,UNIDAD MEDICA DIAGNOSTICA ESPINOSA GOMEZ SAS,860072417,6,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,UNIDAD MOVIL,64,Unidad Móvil,1,01,TKP140,TERRESTRE,2020,10021926239,Fecha corte REPS: Sep 19 2022 2:23PM,CALLE 64 Nº 7 - 89,CALIDAD@ESPINOSAGOMEZ.COM,3450900,UNIDAD MEDICA DIAGNOSTICA ESPINOSA GOMEZ SAS,,,20030401,20230831,,,,MARIA LUCIA GOMEZ DE ESPINOSA
2294,Bogotá D.C,BOGOTÁ,FUNDACION CENTRO DE PSICOLOGIA CLINICA Y DE FAMILIA ANITA,1100104442,01,FUNDACION CENTRO DE PSICOLOGIA CLINICA Y DE FAMILIA ANITA,830110098,4,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,11,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,KR 70 D # 48 A 78,ips@fundanita.com,4109944,FUNDACION CENTRO DE PSICOLOGIA CLINICA Y DE FAMILIA ANITA,4168924,,20030401,20230831,,,,NORBERTO BOHORQUEZ JOYA
2303,Bogotá D.C,BOGOTÁ,INVERSIONES DENTALES SANTANDER S.A.S,1100104471,01,INDESAN S.A SONRIA -NORMANDIA,830028950,5,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,10,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,AV BOYACA No. 51-96,d.vega@indesan.net,,INVERSIONES DENTALES SANTANDER S.A.S,5480410,,20030401,20230831,,,,PEDRO FELIPE VEGA OSORIO
2314,Bogotá D.C,BOGOTÁ,ASOCIACION HOGARES LUZ Y VIDA,1100104510,01,ASOCIACION HOGARES LUZ Y VIDA,800199818,4,JURIDICO,1,Privada,4,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CRA 1A # 6C 55 SUR,hogaresluzyvida@hotmail.com,"5659683, 5659684",ASOCIACION HOGARES LUZ Y VIDA,2800868,,20030415,20230831,,,,ANA BELEN LONDOÑO HOYOS
2324,Bogotá D.C,BOGOTÁ,SOCIEDAD DE MEDICINA REPRODUCTIVA SAS,1100104529,01,REPROTEC CENTRO DE FERTILIDAD,800227333,5,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,2,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,AK 9 # 116 20 CS 404-410-414-415 A-416-428 OF 302,calidad@reprotectucentro.com,2151807,SOCIEDAD DE MEDICINA REPRODUCTIVA SAS,6374401,,20030402,20230831,,,,Deisy Judith Mora Maldonado
2325,Bogotá D.C,BOGOTÁ,SOCIEDAD DE MEDICINA REPRODUCTIVA SAS,1100104529,01,REPROTEC CENTRO DE FERTILIDAD,800227333,5,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,SALAS,25,Procedimientos,1,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,AK 9 # 116 20 CS 404-410-414-415 A-416-428 OF 302,calidad@reprotectucentro.com,2151807,SOCIEDAD DE MEDICINA REPRODUCTIVA SAS,6374401,,20030402,20230831,,,,Deisy Judith Mora Maldonado
2340,Bogotá D.C,BOGOTÁ,LABORATORIO DE GENETICA Y BIOLOGIA MOLECULAR LTDA,1100104570,01,LABORATORIO DE GENETICA Y BIOLOGIA MOLECULAR,830061421,1,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,AC 134 No 7B - 83 - Consultorio 123,ccalidad@genetica.com,8052971 - 6257383,LABORATORIO DE GENETICA Y BIOLOGIA MOLECULAR LTDA,8052969,,20030402,20230831,,,,GLORIA ANGELICA OSSA TRUJILLO
2342,Bogotá D.C,BOGOTÁ,FUNDACION AVANTE,1100104573,03,SEDE C,830099027,5,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,03,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,Carrera 65 No. 4 G - 30,coordinacion.clinica@fundacionavante.com,700 76 04 - 2 07 76 09,FUNDACION AVANTE,,,20030402,20230831,,,,NUBIA PATRICIA ACOSTA ZAMBRANO
2343,Bogotá D.C,BOGOTÁ,FUNDACION AVANTE,1100104573,04,SEDE NORTE,830099027,5,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,03,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CL 127B # 49 79,coordinacionsedenorte@fundacionavante.com,2651320-3227403719,FUNDACION AVANTE,,,20030402,20230831,,,,NUBIA PATRICIA ACOSTA ZAMBRANO
2444,Bogotá D.C,BOGOTÁ,ESTUDIOS E INVERSIONES MEDICAS S A ESIMED S A,1100104857,21,CLINICA ESIMED JORGE PIÑEROS CORPAS,800215908,8,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,SALAS,25,Procedimientos,2,14,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,AUTOPISTA NORTE # 104 A - 33,hltorresm@esimed.com.co,4897570 EXT.4542 -3138129692,ESTUDIOS E INVERSIONES MEDICAS S A ESIMED S A,,,20030402,20230430,,,,RAMON QUINTERO LOZANO
2445,Bogotá D.C,BOGOTÁ,ESTUDIOS E INVERSIONES MEDICAS S A ESIMED S A,1100104857,24,CLINICA ESIMED POLICARPA,800215908,8,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,SALAS,25,Procedimientos,1,14,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CARRERA 10 # 1C - 07 SUR,acpinzonc@esimed.com.co,3114559745,ESTUDIOS E INVERSIONES MEDICAS S A ESIMED S A,,,20030402,20230430,,,,RAMON QUINTERO LOZANO
2448,Bogotá D.C,BOGOTÁ,ASONEST SAS,1100104870,01,ASONEST SAS,800151077,6,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,AC 127 # 21 60 CS 218,gerente@asonest.org,,ASONEST SAS,6487990,,20030402,20230831,,,,GINO LEON BELLO RODRIGUEZ
2504,Bogotá D.C,BOGOTÁ,FUNDACION INSTITUTO TECNOLÒGICO DEL SUR,1100105022,01,FUNDACION INSTITUTO TECNOLOGICO DEL SUR-HOGAR CASA NOSTRA,860020194,6,JURIDICO,1,Privada,4,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,DIAG 52 B SUR # 26 80,cnostra@tecnologicodelsur.edu.co,,Instituto tecnológico del sur-Hogar Nazareth,,,20030403,20240430,,,,ABELARDO GOMEZ SERRANO
2510,Bogotá D.C,BOGOTÁ,FEDERACION ODONTOLOGICA COLOMBIANA,1100105040,01,FEDERACION ODONTOLOGICA COLOMBIANA,860006792,2,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,5,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CALLE 93 # 11 39,info@federacionodontologicacolombiana.org,2361414-2184984-3157901758,FEDERACION ODONTOLOGICA COLOMBIANA,,,20030403,20230831,,,,MAURICIO GARCIA HURTADO
2526,Bogotá D.C,BOGOTÁ,UNIDAD DE FERTILIDAD DEL COUNTRY LTDA,1100105076,01,UNIDAD DE FERTILIDAD DEL COUNTRY LTDA,800075619,2,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,5,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CRA 16 # 82 29 PI 7,conceptum@conceptum.com,6164480,UNIDAD DE FERTILIDAD DEL COUNTRY LTDA,6108068,,20030403,20230831,,,,JUAN MANUEL MONTOYA MEJIA
2527,Bogotá D.C,BOGOTÁ,UNIDAD DE FERTILIDAD DEL COUNTRY LTDA,1100105076,01,UNIDAD DE FERTILIDAD DEL COUNTRY LTDA,800075619,2,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,SALAS,25,Procedimientos,1,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CRA 16 # 82 29 PI 7,conceptum@conceptum.com,6164480,UNIDAD DE FERTILIDAD DEL COUNTRY LTDA,6108068,,20030403,20230831,,,,JUAN MANUEL MONTOYA MEJIA
2536,Bogotá D.C,BOGOTÁ,CONTROLAR SALUD INTEGRAL S.A.S,1100105098,02,CONTROLAR SALUD,830103479,8,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,14,02,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,Carrera 45a No 94 - 91,gerenciacomercial@controlarsalud.com,7420428,CONTROLAR SALUD INTEGRAL S.A.S,,,20030403,20230831,,,,CLAUDIA PATRICIA TELLEZ JIMENEZ
2537,Bogotá D.C,BOGOTÁ,CONTROLAR SALUD INTEGRAL S.A.S,1100105098,05,CONTROLAR SALUD INTEGRAL SAS,830103479,8,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,02,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CALLE 32 SUR N 3 C 08,gerenciacomercial@controlarsalud.com,7424711 ext 141,CONTROLAR SALUD INTEGRAL S.A.S,,,20030403,20230831,,,,CLAUDIA PATRICIA TELLEZ JIMENEZ
2548,Bogotá D.C,BOGOTÁ,UNIDAD MEDICA IPS MARCO FIDEL SUAREZ LTDA,1100105128,04,UNIDAD MEDICA IPS MARCO FIDEL SUAREZ SEDE NORMANDIA,830076155,0,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,04,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,Av Cra 70 No. 51 41,gerencia.mfs@gmail.com,2573439,UNIDAD MEDICA IPS MARCO FIDEL SUAREZ LTDA,2573439,,20030403,20230831,,,,MIRIAM WILCHES MOLINA
2580,Bogotá D.C,BOGOTÁ,ORAL SERVICE E U,1100105213,01,ORAL SERVICE E U,830079054,9,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,5,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,Calle 17 No 65B/80 local 1A,oralservices.eu@gmail.com,3001373 - 33208201303,ORAL SERVICE E U,3001373,,20030403,20230831,,,,MELIDA MARTINEZ ORTIZ
2581,Bogotá D.C,BOGOTÁ,CENTRO DE RAYOS X Y ECOGRAFIA S.A.S,1100105214,01,CENTRO DE RAYOS X Y ECOGRAFIA SAS,800061622,4,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,4,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,KR 16 # 82 74 CS 201 - 202 - 301 - 302,ips.crye@gmail.com,6101139-3153333320,CENTRO DE RAYOS X Y ECOGRAFIA S.A.S,6919281,,20061116,20240430,,,,ALVARO SANCHEZ RESTREPO
2586,Bogotá D.C,BOGOTÁ,LA FONT S.A.S.,1100105227,01,LA FONT S.A.S.,860073087,3,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,2,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,KR 16 Nº 86 B 52,calidad@cirugiaestetica.com,5938150,LA FONT S.A.S.,5938150,,20030404,20230831,,,,FERNANDO PEDROZA CAMPO
2587,Bogotá D.C,BOGOTÁ,LA FONT S.A.S.,1100105227,01,LA FONT S.A.S.,860073087,3,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,SALAS,25,Procedimientos,1,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,KR 16 Nº 86 B 52,calidad@cirugiaestetica.com,5938150,LA FONT S.A.S.,5938150,,20030404,20230831,,,,FERNANDO PEDROZA CAMPO
2588,Bogotá D.C,BOGOTÁ,LA FONT S.A.S.,1100105227,01,LA FONT S.A.S.,860073087,3,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,SALAS,46,Sala de Cirugía,3,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,KR 16 Nº 86 B 52,calidad@cirugiaestetica.com,5938150,LA FONT S.A.S.,5938150,,20030404,20230831,,,,FERNANDO PEDROZA CAMPO
2597,Bogotá D.C,BOGOTÁ,INMUNOLOGIA Y DIAGNOSTICO ESPECIALIZADO IDE SAS,1100105262,01,INMUNOLOGIA Y DIAGNOSTICO ESPECIALIZADO IDE SAS,830040120,8,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CRA 9 # 48 40 CONS 402,ide.vacunacion@gmail.com,5700029 - 3102106024,INMUNOLOGIA Y DIAGNOSTICO ESPECIALIZADO IDE SAS,5700028,,20030404,20230831,,,,NELLY LUPE MARTINEZ ORTIZ
2598,Bogotá D.C,BOGOTÁ,INMUNOLOGIA Y DIAGNOSTICO ESPECIALIZADO IDE SAS,1100105262,03,INMUNOLOGIA Y DIAGNOSTICO ESPECIALIZADO,830040120,8,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,KR 7 No 119-14 CS 323,ide.vacunacion@gmail.com,(571)214 9403,INMUNOLOGIA Y DIAGNOSTICO ESPECIALIZADO IDE SAS,5700028,,20030404,20230831,,,,NELLY LUPE MARTINEZ ORTIZ
2602,Bogotá D.C,BOGOTÁ,UNIDAD DE ESPECIALISTAS OFTALMOLOGICOS S.A.,1100105271,01,UNIDAD DE ESPECIALISTAS OFTALMOLOGICOS S.A.,830007382,1,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CRA 16 82 95 CS 801-802-806-506-507,gerencia@ueoftalmologicos.com.co,6216615 /2572891,UNIDAD DE ESPECIALISTAS OFTALMOLOGICOS S.A.,,,20030404,20230831,,,,MARTHA CATALINA ORTIZ ROBLEDO
2603,Bogotá D.C,BOGOTÁ,UNIDAD DE ESPECIALISTAS OFTALMOLOGICOS S.A.,1100105271,01,UNIDAD DE ESPECIALISTAS OFTALMOLOGICOS S.A.,830007382,1,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,SALAS,46,Sala de Cirugía,2,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CRA 16 82 95 CS 801-802-806-506-507,gerencia@ueoftalmologicos.com.co,6216615 /2572891,UNIDAD DE ESPECIALISTAS OFTALMOLOGICOS S.A.,,,20030404,20230831,,,,MARTHA CATALINA ORTIZ ROBLEDO
2623,Bogotá D.C,BOGOTÁ,COMUNIDAD HERMANAS HOSPITALARIAS DEL SAGRADO CORAZON DE JESUS,1100105322,01,CLINICA LA INMACULADA,860007760,1,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CAMAS,32,Salud Mental Adulto,108,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CRA 7 # 68 70,inmaculada@clinicalainmaculada.org,5870366,HERMANAS HOSPITALARIAS DEL SAGRADO CORAZÓN DE JESÚS,5870366 ext 332,,20030404,20230831,,,,ANA MARIA LIZARRONDO OLLO
2624,Bogotá D.C,BOGOTÁ,COMUNIDAD HERMANAS HOSPITALARIAS DEL SAGRADO CORAZON DE JESUS,1100105322,01,CLINICA LA INMACULADA,860007760,1,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CAMAS,33,Salud Mental Pediátrico,19,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CRA 7 # 68 70,inmaculada@clinicalainmaculada.org,5870366,HERMANAS HOSPITALARIAS DEL SAGRADO CORAZÓN DE JESÚS,5870366 ext 332,,20030404,20230831,,,,ANA MARIA LIZARRONDO OLLO
2625,Bogotá D.C,BOGOTÁ,COMUNIDAD HERMANAS HOSPITALARIAS DEL SAGRADO CORAZON DE JESUS,1100105322,01,CLINICA LA INMACULADA,860007760,1,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CAMILLAS,34,Salud Mental,12,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CRA 7 # 68 70,inmaculada@clinicalainmaculada.org,5870366,HERMANAS HOSPITALARIAS DEL SAGRADO CORAZÓN DE JESÚS,5870366 ext 332,,20030404,20230831,,,,ANA MARIA LIZARRONDO OLLO
2626,Bogotá D.C,BOGOTÁ,COMUNIDAD HERMANAS HOSPITALARIAS DEL SAGRADO CORAZON DE JESUS,1100105322,01,CLINICA LA INMACULADA,860007760,1,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,29,Urgencias,2,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CRA 7 # 68 70,inmaculada@clinicalainmaculada.org,5870366,HERMANAS HOSPITALARIAS DEL SAGRADO CORAZÓN DE JESÚS,5870366 ext 332,,20030404,20230831,,,,ANA MARIA LIZARRONDO OLLO
2627,Bogotá D.C,BOGOTÁ,COMUNIDAD HERMANAS HOSPITALARIAS DEL SAGRADO CORAZON DE JESUS,1100105322,01,CLINICA LA INMACULADA,860007760,1,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,8,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CRA 7 # 68 70,inmaculada@clinicalainmaculada.org,5870366,HERMANAS HOSPITALARIAS DEL SAGRADO CORAZÓN DE JESÚS,5870366 ext 332,,20030404,20230831,,,,ANA MARIA LIZARRONDO OLLO
2634,Bogotá D.C,BOGOTÁ,CENTRO COLOMBIANO DE CIRUGIA PLASTICA LTDA,1100105341,01,CENTRO COLOMBIANO DE CIRUGIA PLASTICA LTDA,830095073,6,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,2,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CL 97 # 23-37 PISO 9 CONSULTORIO 901,INFO@PLASTICAYESTETICA.COM,6420600,CENTRO COLOMBIANO DE CIRUGIA PLASTICA LTDA,6420600,,20030404,20230831,,,,RICARDO LANCHEROS PEDRAZA
2635,Bogotá D.C,BOGOTÁ,CENTRO COLOMBIANO DE CIRUGIA PLASTICA LTDA,1100105341,01,CENTRO COLOMBIANO DE CIRUGIA PLASTICA LTDA,830095073,6,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,SALAS,46,Sala de Cirugía,2,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CL 97 # 23-37 PISO 9 CONSULTORIO 901,INFO@PLASTICAYESTETICA.COM,6420600,CENTRO COLOMBIANO DE CIRUGIA PLASTICA LTDA,6420600,,20030404,20230831,,,,RICARDO LANCHEROS PEDRAZA
2662,Bogotá D.C,BOGOTÁ,ALIRIO GUTIERREZ MILLAN Y CIA SAS UNIDAD DE ATENCIÓN PRIMARIA DARSALUD,1100105464,01,UNIDAD DE ATENCION PRIMARIA DARSALUD,830025766,2,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,31,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,KR 78 K # 33 A 76 SUR,darsalud@hotmail.com,2654118,ALIRIO GUTIERREZ MILLAN Y CIA SAS UNIDAD DE ATENCIÓN PRIMARIA DARSALUD,2731071,,20030404,20240430,,,,ALVARO ALIRIO GUTIERREZ GIRALDO
2663,Bogotá D.C,BOGOTÁ,ALIRIO GUTIERREZ MILLAN Y CIA SAS UNIDAD DE ATENCIÓN PRIMARIA DARSALUD,1100105464,01,UNIDAD DE ATENCION PRIMARIA DARSALUD,830025766,2,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,SALAS,25,Procedimientos,1,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,KR 78 K # 33 A 76 SUR,darsalud@hotmail.com,2654118,ALIRIO GUTIERREZ MILLAN Y CIA SAS UNIDAD DE ATENCIÓN PRIMARIA DARSALUD,2731071,,20030404,20240430,,,,ALVARO ALIRIO GUTIERREZ GIRALDO
2671,Bogotá D.C,BOGOTÁ,SO SERVICIOS MEDICOS Y OFTALMOLOGICOS S.A.S,1100105480,04,SO COUNTRY,800233471,8,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,04,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,KR 16 # 82 - 95 CS 301 - 403 - 508,info@sosaludvisual.com,6214697,SO SERVICIOS MEDICOS Y OFTALMOLOGICOS S.A.S,,,20030404,20230831,,,,CESAR JAVIER OTERO ACEVEDO
